Name	UBGE	QSRH	JWXT	LBWZ	FLGU
DZRY	12	27	60	0	1
PTMQ	76	19	4	0	1
KVEU	55	9	22	8	6
BFJN	79	20	0	0	1
FUIF	13	11	15	6	55
SQNH	86	13	0	0	1
QODT	19	53	19	8	1
ICWX	95	2	0	1	2
MOKZ	48	30	8	3	11
QBCX	67	11	16	0	6
BEWG	86	7	4	1	2
CJWB	27	21	7	9	36
NYUH	52	8	27	0	13
DWCD	56	34	2	7	1
ISWU	61	34	3	1	1
VVXC	70	10	19	0	1
YWKT	55	19	15	9	2
MUCZ	44	32	23	0	1
CXSO	42	20	22	10	6
FWMR	26	44	11	15	4
WTFR	39	32	12	15	2
DZIV	78	15	3	1	3
VQZU	62	16	20	1	1
HTNR	98	1	0	0	1
LHDS	37	19	39	2	3
MVLL	3	75	19	1	2
JFVQ	61	22	3	6	8
VQKR	0	74	23	0	3
JLKN	59	32	7	1	1
SKIU	0	47	28	12	13
WBIU	8	88	1	2	1
CSWT	91	2	4	2	1
YGBP	38	22	35	2	3
IIXF	23	30	20	9	18
CXUZ	43	7	5	18	27
FNKX	93	0	4	1	2
VPWT	40	57	0	1	2
ETLU	3	4	58	24	11
GNQA	45	33	6	12	4
DRJW	94	5	0	0	1
SLJQ	54	30	15	0	1
TGVS	67	11	8	2	12
XSQL	48	30	0	5	17
IBQT	57	11	18	2	12
CHCP	66	0	4	17	13
ONGF	79	12	1	6	2
HFYF	34	13	37	1	15
JDHN	4	20	42	16	18
RQPK	25	56	9	8	2
OBWZ	32	57	4	5	2
XVLJ	32	24	36	7	1
OZGN	70	19	6	1	4
YUND	97	2	0	0	1
TBQH	34	48	13	2	3
SPPF	76	5	2	5	12
VSVH	52	46	0	1	1
MNAO	32	19	36	2	11
HXPH	70	15	8	5	2
FSVD	4	33	36	20	7
QFIG	90	2	0	6	2
WSVV	72	6	4	7	11
VKXW	59	36	3	0	2
EACV	15	5	70	1	9
YGYD	96	2	0	0	2
XVKZ	69	22	0	8	1
MJHQ	44	40	2	10	4
OABX	16	14	42	22	6
VRWL	28	6	30	11	25
DVYT	47	34	11	3	5
XCJU	76	6	12	1	5
DFOY	44	20	31	3	2
GPDA	85	9	4	0	2
YZMP	75	9	4	11	1
KPAB	82	15	0	1	2
YQIC	53	23	21	2	1
YGNW	49	29	13	2	7
KYWU	78	2	9	7	4
YQOW	35	53	10	0	2
POBF	31	41	24	1	3
CRQN	88	4	3	4	1
ZTQW	98	0	1	0	1
EPDX	95	0	2	0	3
IDHY	51	19	27	2	1
CLSC	46	51	2	0	1
ETWP	17	1	33	16	33
UFBS	46	50	1	0	3
GNET	8	46	13	18	15
VVUO	54	32	5	1	8
TOTF	14	71	14	0	1
SYEH	34	14	17	5	30
ZQVY	78	1	10	7	4
LITI	23	66	8	0	3
VWYX	20	19	57	1	3
OWBD	34	0	14	31	21
NQOY	86	6	3	3	2
CBUV	8	57	3	26	6
ECMM	28	32	38	1	1
RKKY	1	33	22	19	25
CDVQ	29	61	2	3	5
LGUD	47	5	16	29	3
TFZG	53	34	4	0	9
RVGM	4	44	35	12	5
SITY	80	9	5	1	5
WCBB	65	27	2	3	3
BMEU	36	4	53	2	5
VUYL	62	28	3	6	1
OBLD	35	26	4	10	25
RRKL	68	9	9	12	2
PRKO	28	63	3	3	3
LKDA	52	4	29	1	14
TBMP	36	7	12	29	16
JXDR	66	15	12	3	4
JBWY	31	53	11	3	2
RUSY	27	6	51	9	7
AGRQ	81	15	2	0	2
LUFK	76	17	6	0	1
SPQL	23	54	18	4	1
JUYO	42	15	16	7	20
DNQK	77	1	15	4	3
OJNO	57	13	27	2	1
USGR	44	17	13	8	18
LSGA	84	14	0	0	2
KYGG	6	54	8	21	11
XBWW	20	21	23	1	35
WATS	3	69	23	4	1
EIYB	78	14	5	1	2
IIDQ	5	65	26	0	4
MOTJ	43	27	3	4	23
IFEV	16	28	8	32	16
CLBT	63	5	28	0	4
IGNW	12	66	21	0	1
DOFM	94	2	1	2	1
FTTO	49	46	2	2	1
ELOP	65	4	18	4	9
QOAF	96	0	0	2	2
FARQ	11	58	22	5	4
BINW	40	20	29	4	7
UNRR	21	29	25	24	1
YXVK	43	10	34	12	1
SFJM	21	67	10	1	1
SXOI	63	26	10	0	1
VPLL	54	17	9	16	4
NSRF	82	5	2	9	2
PNEF	98	0	0	1	1
REYI	83	3	5	2	7
YNPV	74	7	8	3	8
WNZN	17	53	21	3	6
RQSC	56	32	3	4	5
KNTJ	43	0	0	17	40
ILHH	73	10	2	4	11
CVIM	29	49	16	0	6
MOQE	50	12	25	2	11
FBLG	53	3	39	4	1
MQES	36	26	24	4	10
NKAT	40	50	2	5	3
TTXW	38	51	8	0	3
UBCR	93	6	0	0	1
YMZQ	50	0	32	1	17
XIRC	23	70	5	0	2
UTMU	15	3	38	29	15
VDYH	31	66	1	1	1
QAVY	86	8	1	3	2
CWYB	14	60	21	4	1
GTXE	42	57	0	0	1
AHUK	7	32	44	16	1
YBMG	11	78	5	1	5
OTRH	9	37	28	3	23
HBAP	6	17	14	40	23
DXXO	82	14	2	1	1
DZCC	21	47	24	3	5
GTQR	30	39	24	4	3
URCZ	31	10	53	4	2
WWCF	96	3	0	0	1
BYED	30	30	36	2	2
IRII	56	22	7	8	7
DHUE	70	20	4	5	1
CIFJ	51	27	9	3	10
KWQJ	37	42	6	5	10
TKRR	80	11	1	3	5
NNBR	15	15	4	25	41
NFAZ	23	42	5	22	8
GBYS	88	11	0	0	1
ALKH	99	0	0	0	1
DVWA	48	39	1	2	10
UGWE	63	12	2	4	19
GYKT	62	18	9	5	6
HQRS	76	18	2	2	2
BNVK	69	5	6	9	11
XTXQ	10	4	69	11	6
IGAB	35	25	35	3	2
IISW	10	38	22	0	30
VDCC	50	34	7	0	9
RYWW	56	37	3	1	3
VZJN	75	8	6	7	4
QEBJ	46	21	12	9	12
IXVZ	95	3	0	1	1
TYKK	52	0	4	21	23
WLBD	4	86	2	4	4
TKMI	61	4	21	3	11
OKOR	2	46	15	4	33
VTUV	91	8	0	0	1
CPNA	36	16	20	11	17
QIFO	22	64	0	8	6
HEWD	43	24	15	7	11
DXHI	11	38	30	17	4
GVGA	60	23	14	0	3
ZEAS	27	55	16	1	1
SENT	9	2	18	46	25
DCXL	96	0	1	0	3
SKHK	56	43	0	0	1
HOEH	40	44	2	5	9
AIPY	91	7	1	0	1
PPXN	70	12	5	10	3
WVAX	47	25	11	11	6
DVMN	86	13	0	0	1
ZNLQ	50	17	9	20	4
RBUZ	8	47	0	38	7
GIKP	74	6	17	1	2
XXVC	37	11	18	22	12
JONE	0	68	10	11	11
NDFK	69	14	10	4	3
UQHO	52	31	10	5	2
QXTP	51	8	20	10	11
SDPO	99	0	0	0	1
ZXBP	2	46	43	3	6
HFHT	89	8	0	2	1
XUNC	92	5	0	1	2
QSSO	84	1	9	5	1
UTOQ	58	0	30	2	10
BIHH	87	9	2	1	1
ZXQF	29	52	11	1	7
XSZH	74	7	11	1	7
PIZE	23	40	3	30	4
BJBP	45	38	8	8	1
DVPY	44	23	22	0	11
CJSW	3	40	23	26	8
TBRN	74	11	9	2	4
VTDY	67	1	24	1	7
GCEX	67	21	9	0	3
RYBW	79	4	14	1	2
YHVJ	1	93	0	4	2
EDCS	28	53	6	0	13
POQY	24	37	4	3	32
HNWU	39	47	9	2	3
WMZK	19	31	8	12	30
YMTN	54	2	39	4	1
PZHG	62	34	1	1	2
ETCN	6	32	17	17	28
MNVV	76	23	0	0	1
JIAT	74	14	6	1	5
PYFK	47	21	30	1	1
BNGL	30	45	5	11	9
FJBA	21	7	10	39	23
CCWI	88	7	3	1	1
FVXC	14	75	10	0	1
OWTG	72	12	14	1	1
BLOJ	50	26	0	11	13
VOHJ	53	30	1	6	10
VQFL	72	3	10	4	11
LZLI	34	59	6	0	1
GEGL	11	29	5	38	17
VLHO	57	23	10	9	1
UJKC	20	33	46	0	1
AFXN	7	63	4	23	3
RQDJ	41	36	6	8	9
ONQH	83	14	2	0	1
MNNZ	48	42	4	4	2
EHLX	41	34	15	1	9
HJXY	41	9	25	4	21
BYOR	78	15	0	0	7
MABO	15	13	31	34	7
DIFD	17	31	3	46	3
XMAL	96	3	0	0	1
AJYO	26	59	0	7	8
EILK	54	2	43	0	1
YBVC	96	1	0	2	1
WPTH	64	23	2	7	4
NTOV	22	69	5	1	3
HSYW	95	3	0	1	1
NXNX	98	0	0	1	1
IGRR	5	68	22	2	3
DTXU	51	8	36	0	5
MMUG	43	8	35	2	12
EXUT	14	23	42	2	19
KXMZ	19	74	2	2	3
WLSE	77	13	3	2	5
ALLN	59	2	7	6	26
NMME	93	0	2	4	1
CTKP	70	27	2	0	1
EFKA	43	30	11	9	7
OLSS	84	2	7	2	5
SHMS	43	7	32	13	5
BVCA	21	59	12	0	8
PWIJ	67	6	20	6	1
BXQM	40	40	0	18	2
GBXK	43	8	6	2	41
OQYP	43	23	12	17	5
UPCZ	83	2	9	3	3
NMQO	51	7	15	9	18
VEUE	85	3	8	1	3
THVB	24	12	34	19	11
NVRV	57	2	3	3	35
